cell_id,x,y,cell_type_annotation,niche_annotation
13298,24690,83886,GC B DZ,Germinal Center
13299,21464,83892,macrophage,T cell Zone
13300,24006,83906,Memory B cell,B cell Zone
13301,24138,83910,Memory B cell,B cell Zone
13302,24809,83905,CD4 T cell,Germinal Center
13303,21806,83894,unknown,T cell Zone
13304,22517,83905,unknown,T cell Zone
13305,22653,83904,Memory B cell,T cell Zone
13306,24991,83891,macrophage,B cell Zone
13307,24431,83885,GC B DZ,Germinal Center
13308,21737,83875,macrophage,T cell Zone
13309,23881,83878,Memory B cell,B cell Zone
13310,24870,83887,CD4 T cell,Germinal Center
13311,22906,83902,unknown,B cell Zone
13312,23139,83894,Naive B cell,B cell Zone
13313,25532,83936,GC B LZ,Germinal Center
13314,21418,83849,macrophage,T cell Zone
13315,23212,83889,follicular dendritic cell,B cell Zone
13316,24218,83897,macrophage,B cell Zone
13317,25479,83886,GC B LZ,Germinal Center
13318,23335,83864,Naive B cell,B cell Zone
13319,25127,83891,Memory B cell,B cell Zone
13320,25334,83896,Naive B cell,B cell Zone
13321,21863,83894,CD4 T cell,T cell Zone
13322,22061,83867,macrophage,T cell Zone
13323,23543,83871,Memory B cell,B cell Zone
13324,23945,83881,Memory B cell,B cell Zone
13325,24088,83890,Naive B cell,B cell Zone
13326,24369,83878,Naive B cell,Germinal Center
13327,22348,83872,unknown,T cell Zone
13328,23773,83884,Naive B cell,B cell Zone
13329,24276,83879,Memory B cell,B cell Zone
13330,24497,83880,Naive B cell,Germinal Center
13331,25205,83875,follicular dendritic cell,B cell Zone
13332,21988,83855,macrophage,T cell Zone
13333,22565,83869,macrophage,T cell Zone
13334,24321,83877,Naive B cell,B cell Zone
13335,24573,83870,Naive B cell,Germinal Center
13336,21905,83877,dendritic cell,T cell Zone
13337,23418,83856,pericyte,B cell Zone
13338,23487,83872,unknown,B cell Zone
13339,23660,83870,Naive B cell,B cell Zone
13340,24033,83870,Memory B cell,B cell Zone
13341,21602,83864,T-zone reticular cell,T cell Zone
13342,23975,83854,Memory B cell,B cell Zone
13343,24197,83873,macrophage,B cell Zone
13344,22173,83840,NK cell,T cell Zone
13345,24135,83859,Memory B cell,B cell Zone
13346,21364,83861,unknown,T cell Zone
13347,22708,83862,CD4 T cell,T cell Zone
13348,22785,83864,follicular dendritic cell,T cell Zone
13349,25308,83856,GC B LZ,B cell Zone
13350,23265,83841,T-zone reticular cell,B cell Zone
13351,23719,83852,Memory B cell,B cell Zone
13352,23836,83847,Memory B cell,B cell Zone
13353,24753,83861,Naive B cell,Germinal Center
13354,23604,83851,Naive B cell,B cell Zone
13355,24800,83852,plasma cell,Germinal Center
13356,25173,83854,unknown,B cell Zone
13357,21639,83833,CD4 T cell,T cell Zone
13358,22652,83836,Memory B cell,T cell Zone
13359,23043,83857,Naive B cell,B cell Zone
13360,25437,83848,Memory B cell,Germinal Center
13361,22592,83840,CD4 T cell,T cell Zone
13362,21846,83844,T-zone reticular cell,T cell Zone
13363,22278,83843,NK cell,T cell Zone
13364,22926,83838,Memory B cell,B cell Zone
13365,24850,83855,macrophage,Germinal Center
13366,24063,83845,Memory B cell,B cell Zone
13367,25055,83828,Naive B cell,B cell Zone
13368,22947,83861,unknown,B cell Zone
13369,23775,83843,Naive B cell,B cell Zone
13370,23141,83836,Memory B cell,B cell Zone
13371,22986,83853,CD4 T cell,B cell Zone
13372,25561,83809,GC B DZ,Germinal Center
13373,23239,83811,Memory B cell,B cell Zone
13374,23528,83842,unknown,B cell Zone
13375,25128,83829,Memory B cell,B cell Zone
13376,22863,83826,Memory B cell,T cell Zone
13377,24173,83829,Memory B cell,B cell Zone
13378,21419,83839,T-zone reticular cell,T cell Zone
13379,22482,83821,follicular dendritic cell,T cell Zone
13380,25242,83845,unknown,B cell Zone
13381,24473,83825,Naive B cell,Germinal Center
13382,22715,83824,follicular dendritic cell,T cell Zone
13383,25612,83811,unknown,Germinal Center
13384,23487,83818,unknown,B cell Zone
13385,23695,83799,Naive B cell,B cell Zone
13386,24335,83824,macrophage,B cell Zone
13387,24538,83809,Memory B cell,Germinal Center
13388,25374,83809,Naive B cell,B cell Zone
13389,24662,83813,GC B DZ,Germinal Center
13390,24882,83804,macrophage,Germinal Center
13391,23648,83824,Naive B cell,B cell Zone
13392,23910,83823,Naive B cell,B cell Zone
13393,21687,83798,CD4 T cell,T cell Zone
13394,21900,83801,follicular dendritic cell,T cell Zone
13395,24258,83820,Memory B cell,B cell Zone
13396,24586,83814,Memory B cell,Germinal Center
13397,24981,83817,macrophage,Germinal Center
13398,25463,83808,Memory B cell,B cell Zone
13399,23130,83808,macrophage,B cell Zone
13400,22401,83815,CD4 T cell,T cell Zone
13401,23418,83801,CD4 T cell,B cell Zone
13402,22784,83785,CD4 T cell,T cell Zone
13403,23055,83800,macrophage,B cell Zone
13404,21842,83778,T-zone reticular cell,T cell Zone
13405,22094,83808,NK cell,T cell Zone
13406,23777,83801,CD4 T cell,B cell Zone
13407,21444,83796,NK cell,T cell Zone
13408,22355,83781,CD4 T cell,T cell Zone
13409,23198,83797,Memory B cell,B cell Zone
13410,24053,83805,Memory B cell,B cell Zone
13411,24119,83793,Naive B cell,B cell Zone
13412,24805,83791,Memory B cell,Germinal Center
13413,25233,83810,unknown,B cell Zone
13414,21762,83783,T-zone reticular cell,T cell Zone
13415,22580,83792,unknown,T cell Zone
13416,22989,83786,Memory B cell,B cell Zone
13417,23516,83790,Naive B cell,B cell Zone
13418,24000,83810,Naive B cell,B cell Zone
13419,22505,83781,follicular dendritic cell,T cell Zone
13420,23363,83798,Naive B cell,B cell Zone
13421,25166,83768,follicular dendritic cell,B cell Zone
13422,25306,83793,pericyte,B cell Zone
13423,21525,83787,macrophage,T cell Zone
13424,22258,83784,CD8 T cell,T cell Zone
13425,25016,83792,Naive B cell,Germinal Center
13426,24304,83792,Naive B cell,B cell Zone
13427,24729,83790,CD4 T cell,Germinal Center
13428,23310,83785,Memory B cell,B cell Zone
13429,23843,83767,Naive B cell,B cell Zone
13430,24073,83772,Memory B cell,B cell Zone
13431,24383,83791,Naive B cell,Germinal Center
13432,23591,83766,Memory B cell,B cell Zone
13433,24954,83779,Naive B cell,Germinal Center
13434,22661,83769,follicular dendritic cell,T cell Zone
13435,24237,83795,Memory B cell,B cell Zone
13436,22931,83782,unknown,B cell Zone
13437,24501,83768,GC B DZ,Germinal Center
13438,22880,83772,Naive B cell,B cell Zone
13439,21966,83772,macrophage,T cell Zone
13440,23649,83778,Memory B cell,B cell Zone
13441,22020,83789,unknown,T cell Zone
13442,24177,83769,Naive B cell,B cell Zone
13443,24676,83760,GC B LZ,Germinal Center
13444,24335,83764,Naive B cell,B cell Zone
13445,25487,83771,unknown,B cell Zone
13446,22313,83751,macrophage,T cell Zone
13447,22113,83760,T-zone reticular cell,T cell Zone
13448,23893,83764,Memory B cell,B cell Zone
13449,22626,83742,T-zone reticular cell,T cell Zone
13450,22719,83746,Memory B cell,T cell Zone
13451,21383,83718,T-zone reticular cell,T cell Zone
13452,22146,83744,macrophage,T cell Zone
13453,23937,83765,Naive B cell,B cell Zone
13454,25081,83756,Naive B cell,B cell Zone
13455,23998,83761,Naive B cell,B cell Zone
13456,24581,83740,GC B DZ,Germinal Center
13457,25230,83751,Memory B cell,B cell Zone
13458,22945,83748,CD4 T cell,B cell Zone
13459,22407,83756,CD4 T cell,T cell Zone
13460,23127,83751,macrophage,B cell Zone
13461,23421,83752,macrophage,B cell Zone
13462,24861,83733,Memory B cell,Germinal Center
13463,21498,83737,unknown,T cell Zone
13464,23759,83741,Naive B cell,B cell Zone
13465,25419,83743,follicular dendritic cell,B cell Zone
13466,22240,83748,unknown,T cell Zone
13467,23047,83740,Memory B cell,B cell Zone
13468,24272,83739,Naive B cell,B cell Zone
13469,25291,83747,unknown,B cell Zone
13470,23359,83738,Naive B cell,B cell Zone
13471,23513,83749,Naive B cell,B cell Zone
13472,22013,83734,dendritic cell,T cell Zone
13473,23214,83726,Naive B cell,B cell Zone
13474,24390,83730,Naive B cell,B cell Zone
13475,21910,83722,NK cell,T cell Zone
13476,22839,83734,CD4 T cell,T cell Zone
13477,24192,83742,Naive B cell,B cell Zone
13478,24616,83693,GC B DZ,Germinal Center
13479,24775,83733,T-zone reticular cell,Germinal Center
13480,21693,83714,CD4 T cell,T cell Zone
13481,23976,83730,Memory B cell,B cell Zone
13482,24446,83726,macrophage,B cell Zone
13483,23458,83739,Memory B cell,B cell Zone
13484,24035,83737,Memory B cell,B cell Zone
13485,23504,83705,Memory B cell,B cell Zone
13486,24107,83738,Naive B cell,B cell Zone
13487,25332,83712,Naive B cell,B cell Zone
13488,23649,83717,Memory B cell,B cell Zone
13489,24728,83722,Naive B cell,Germinal Center
13490,22208,83717,macrophage,T cell Zone
13491,23157,83704,Naive B cell,B cell Zone
13492,25485,83720,unknown,B cell Zone
13493,25547,83726,GC B LZ,B cell Zone
13494,21369,83721,CD8 T cell,T cell Zone
13495,21446,83713,unknown,T cell Zone
13496,23705,83712,Memory B cell,B cell Zone
13497,24957,83716,Naive B cell,Germinal Center
13498,21410,83715,unknown,T cell Zone
13499,21511,83715,unknown,T cell Zone
13500,21765,83704,follicular dendritic cell,T cell Zone
13501,23273,83723,Naive B cell,B cell Zone
13502,24801,83703,CD4 T cell,Germinal Center
13503,22909,83703,Memory B cell,B cell Zone
13504,22975,83706,Memory B cell,B cell Zone
13505,23315,83723,unknown,B cell Zone
13506,23871,83705,Memory B cell,B cell Zone
13507,24657,83706,Naive B cell,Germinal Center
13508,24142,83712,Memory B cell,B cell Zone
13509,21613,83706,CD8 T cell,T cell Zone
13510,25258,83692,Memory B cell,B cell Zone
13511,23913,83707,Naive B cell,B cell Zone
13512,24343,83687,Naive B cell,B cell Zone
13513,21557,83707,CD4 T cell,T cell Zone
13514,23387,83702,CD4 T cell,B cell Zone
13515,24512,83692,GC B DZ,Germinal Center
13516,25010,83699,Naive B cell,B cell Zone
13517,25378,83698,follicular dendritic cell,B cell Zone
13518,23438,83711,unknown,B cell Zone
13519,22410,83712,NK cell,T cell Zone
13520,22768,83708,follicular dendritic cell,T cell Zone
13521,24256,83699,Naive B cell,B cell Zone
13522,24191,83704,CD4 T cell,B cell Zone
13523,23102,83688,Naive B cell,B cell Zone
13524,23580,83692,Memory B cell,B cell Zone
13525,23741,83680,Memory B cell,B cell Zone
13526,23803,83694,Naive B cell,B cell Zone
13527,24099,83695,Naive B cell,B cell Zone
13528,25138,83677,Memory B cell,B cell Zone
13529,23038,83688,Memory B cell,B cell Zone
13530,24700,83683,CD4 T cell,Germinal Center
13531,25086,83695,unknown,B cell Zone
13532,22268,83695,macrophage,T cell Zone
13533,22670,83687,CD4 T cell,T cell Zone
13534,23341,83681,Memory B cell,B cell Zone
13535,24921,83677,Naive B cell,Germinal Center
13536,21848,83697,NK cell,T cell Zone
13537,22946,83682,Memory B cell,B cell Zone
13538,23631,83681,Memory B cell,B cell Zone
13539,22879,83675,Memory B cell,B cell Zone
13540,23231,83674,CD4 T cell,B cell Zone
13541,24021,83669,Memory B cell,B cell Zone
13542,22114,83664,macrophage,T cell Zone
13543,22588,83683,unknown,T cell Zone
13544,21792,83664,NK cell,T cell Zone
13545,22029,83661,Memory B cell,T cell Zone
13546,24213,83663,Memory B cell,B cell Zone
13547,25455,83657,Memory B cell,B cell Zone
13548,23954,83654,Memory B cell,B cell Zone
13549,24364,83655,Naive B cell,B cell Zone
13550,24541,83651,Memory B cell,Germinal Center
13551,25095,83651,Memory B cell,B cell Zone
13552,25216,83664,follicular dendritic cell,B cell Zone
13553,25535,83681,Memory B cell,B cell Zone
13554,22432,83665,Memory B cell,T cell Zone
13555,22529,83653,macrophage,T cell Zone
13556,24875,83659,Memory B cell,Germinal Center
13557,22685,83652,T-zone reticular cell,T cell Zone
13558,22831,83647,Memory B cell,B cell Zone
13559,23417,83657,Naive B cell,B cell Zone
13560,24286,83668,Naive B cell,B cell Zone
13561,24734,83658,Memory B cell,Germinal Center
13562,21371,83657,CD4 T cell,T cell Zone
13563,22197,83648,dendritic cell,T cell Zone
13564,22761,83650,follicular dendritic cell,T cell Zone
13565,23537,83656,Memory B cell,B cell Zone
13566,24128,83672,unknown,B cell Zone
13567,24166,83649,Naive B cell,B cell Zone
13568,21479,83643,plasma cell,T cell Zone
13569,21723,83655,T-zone reticular cell,T cell Zone
13570,22380,83653,macrophage,T cell Zone
13571,23146,83658,Naive B cell,B cell Zone
13572,21944,83655,follicular dendritic cell,T cell Zone
13573,25514,83599,Naive B cell,B cell Zone
13574,23290,83661,Naive B cell,B cell Zone
13575,23663,83643,Naive B cell,B cell Zone
13576,24111,83633,Memory B cell,B cell Zone
13577,21538,83646,unknown,T cell Zone
13578,22957,83651,Memory B cell,B cell Zone
13579,23886,83651,Naive B cell,B cell Zone
13580,22010,83632,NK cell,T cell Zone
13581,23715,83648,Naive B cell,B cell Zone
13582,23840,83645,Naive B cell,B cell Zone
13583,23020,83638,Naive B cell,B cell Zone
13584,21657,83640,CD4 T cell,T cell Zone
13585,21856,83640,T-zone reticular cell,T cell Zone
13586,22149,83639,dendritic cell,T cell Zone
13587,22249,83618,T-zone reticular cell,T cell Zone
13588,22310,83646,T-zone reticular cell,T cell Zone
13589,23776,83642,Naive B cell,B cell Zone
13590,24257,83632,CD4 T cell,B cell Zone
13591,21587,83620,macrophage,T cell Zone
13592,23483,83639,Naive B cell,B cell Zone
13593,24437,83641,follicular dendritic cell,B cell Zone
13594,21425,83646,unknown,T cell Zone
13595,24793,83627,GC B LZ,Germinal Center
13596,22588,83628,macrophage,T cell Zone
13597,23050,83625,Naive B cell,B cell Zone
13598,24981,83631,Memory B cell,B cell Zone
13599,25363,83635,follicular dendritic cell,B cell Zone
13600,25429,83635,unknown,B cell Zone
13601,22462,83637,T-zone reticular cell,T cell Zone
13602,22916,83621,Memory B cell,B cell Zone
13603,23098,83632,unknown,B cell Zone
13604,24022,83635,Memory B cell,B cell Zone
13605,21888,83617,T-zone reticular cell,T cell Zone
13606,24853,83625,Naive B cell,Germinal Center
13607,23578,83621,Naive B cell,B cell Zone
13608,21346,83598,CD8 T cell,T cell Zone
13609,23316,83625,Memory B cell,B cell Zone
13610,24647,83621,Memory B cell,Germinal Center
13611,24689,83618,Memory B cell,Germinal Center
13612,25035,83618,Memory B cell,B cell Zone
13613,25308,83632,unknown,B cell Zone
13614,22858,83607,Memory B cell,B cell Zone
13615,25247,83615,follicular dendritic cell,B cell Zone
13616,21685,83595,CD4 T cell,T cell Zone
13617,23904,83613,Naive B cell,B cell Zone
13618,24598,83602,Memory B cell,Germinal Center
13619,23991,83596,Memory B cell,B cell Zone
13620,24495,83619,Naive B cell,B cell Zone
13621,24338,83607,Memory B cell,B cell Zone
13622,23205,83618,unknown,B cell Zone
13623,21526,83596,T-zone reticular cell,T cell Zone
13624,21960,83605,Memory B cell,T cell Zone
13625,22380,83587,follicular dendritic cell,T cell Zone
13626,22481,83600,macrophage,T cell Zone
13627,23713,83596,Naive B cell,B cell Zone
13628,24049,83585,Memory B cell,B cell Zone
13629,24229,83596,Memory B cell,B cell Zone
13630,21737,83581,NK cell,T cell Zone
13631,22986,83586,Memory B cell,B cell Zone
13632,23873,83606,unknown,B cell Zone
13633,24747,83587,GC B LZ,Germinal Center
13634,21486,83599,follicular dendritic cell,T cell Zone
13635,23138,83603,CD4 T cell,B cell Zone
13636,23267,83612,Memory B cell,B cell Zone
13637,24923,83593,CD4 T cell,Germinal Center
13638,22758,83593,follicular dendritic cell,T cell Zone
13639,22672,83589,T-zone reticular cell,T cell Zone
13640,23819,83590,Memory B cell,B cell Zone
13641,24407,83600,Memory B cell,B cell Zone
13642,23496,83584,Memory B cell,B cell Zone
13643,23775,83591,Memory B cell,B cell Zone
13644,24175,83581,pericyte,B cell Zone
13645,23430,83594,Naive B cell,B cell Zone
13646,23941,83584,Memory B cell,B cell Zone
13647,23217,83592,Naive B cell,B cell Zone
13648,23576,83595,Naive B cell,B cell Zone
13649,24296,83589,Memory B cell,B cell Zone
13650,25534,83583,Memory B cell,B cell Zone
13651,21777,83567,macrophage,T cell Zone
13652,23075,83584,unknown,B cell Zone
13653,25434,83575,Naive B cell,B cell Zone
13654,21628,83579,CD4 T cell,T cell Zone
13655,23623,83581,Naive B cell,B cell Zone
13656,24464,83580,CD4 T cell,B cell Zone
13657,25355,83572,unknown,B cell Zone
13658,22156,83577,dendritic cell,T cell Zone
13659,21426,83584,T-zone reticular cell,T cell Zone
13660,21851,83555,NK cell,T cell Zone
13661,24854,83573,GC B DZ,Germinal Center
13662,25386,83566,unknown,B cell Zone
13663,25493,83574,CD4 T cell,B cell Zone
13664,24534,83576,Memory B cell,B cell Zone
13665,25105,83567,follicular dendritic cell,B cell Zone
13666,24968,83569,Naive B cell,B cell Zone
13667,22706,83573,follicular dendritic cell,T cell Zone
13668,22801,83574,CD4 T cell,T cell Zone
13669,22956,83547,Naive B cell,B cell Zone
13670,22582,83557,follicular dendritic cell,T cell Zone
13671,23261,83545,Naive B cell,B cell Zone
13672,23327,83563,Naive B cell,B cell Zone
13673,25025,83562,Memory B cell,B cell Zone
13674,21969,83562,Memory B cell,T cell Zone
13675,23138,83565,Naive B cell,B cell Zone
13676,23379,83570,Memory B cell,B cell Zone
13677,23178,83554,CD4 T cell,B cell Zone
13678,24666,83556,GC B LZ,Germinal Center
13679,23890,83560,Naive B cell,B cell Zone
13680,24713,83536,GC B DZ,Germinal Center
13681,25208,83550,macrophage,B cell Zone
13682,25257,83566,unknown,B cell Zone
13683,21902,83546,Naive B cell,T cell Zone
13684,22465,83545,dendritic cell,T cell Zone
13685,23038,83556,unknown,B cell Zone
13686,24311,83553,Naive B cell,B cell Zone
13687,23510,83555,Naive B cell,B cell Zone
13688,23766,83533,Naive B cell,B cell Zone
13689,24363,83557,Memory B cell,B cell Zone
13690,21571,83546,macrophage,T cell Zone
13691,22267,83546,T-zone reticular cell,T cell Zone
13692,22628,83538,CD8 T cell,T cell Zone
13693,22858,83545,Naive B cell,B cell Zone
13694,23561,83551,Naive B cell,B cell Zone
13695,24254,83536,Naive B cell,B cell Zone
13696,23835,83540,Naive B cell,B cell Zone
13697,23668,83546,Memory B cell,B cell Zone
13698,24412,83540,Memory B cell,B cell Zone
13699,24615,83539,GC B LZ,Germinal Center
13700,25294,83539,follicular dendritic cell,B cell Zone
13701,22004,83532,macrophage,T cell Zone
13702,22098,83546,macrophage,T cell Zone
13703,23729,83528,Naive B cell,B cell Zone
13704,21493,83546,follicular dendritic cell,T cell Zone
13705,23428,83542,Memory B cell,B cell Zone
13706,22221,83517,follicular dendritic cell,T cell Zone
13707,22369,83533,GC B LZ,T cell Zone
13708,23584,83533,Memory B cell,B cell Zone
13709,24549,83519,Naive B cell,B cell Zone
13710,24874,83526,CD4 T cell,Germinal Center
13711,21634,83510,NK cell,T cell Zone
13712,23082,83532,CD4 T cell,B cell Zone
13713,24812,83545,GC B LZ,Germinal Center
13714,22745,83524,follicular dendritic cell,T cell Zone
13715,24457,83524,Naive B cell,B cell Zone
